Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode,Order Date,CustomerName,State,City
B-25654,122,-21,3,Furniture,Furnishings,UPI,2018-05-10,Sabah,Maharashtra,Mumbai
B-25854,149,48,6,Clothing,Stole,COD,2018-11-08,Shubham,Maharashtra,Pune
B-25623,149,-87,4,Clothing,Saree,COD,2018-04-22,Atharv,West Bengal,Kolkata
B-25985,197,20,4,Clothing,Kurti,Credit Card,2018-01-31,Ginny,Madhya Pradesh,Indore
B-25723,76,-54,3,Electronics,Electronic Games,COD,2018-07-18,Wale,Maharashtra,Mumbai
B-25751,221,-15,2,Electronics,Electronic Games,COD,2018-08-14,Nishant,Maharashtra,Mumbai
B-26050,79,32,3,Clothing,Saree,Debit Card,2018-03-06,Paridhi,Rajasthan,Jaipur
B-25800,45,12,7,Clothing,Hankerchief,UPI,2018-10-01,Ishit,Maharashtra,Pune
B-25673,149,-1,1,Clothing,Saree,COD,2018-05-28,Arsheen,Gujarat,Ahmedabad
B-26002,80,22,3,Clothing,Stole,Debit Card,2018-02-08,Harsh,Delhi,Delhi
B-26009,195,12,9,Clothing,Shirt,Credit Card,2018-02-10,Komal,Uttar Pradesh,Lucknow
B-25754,19,0,3,Clothing,Skirt,UPI,2018-08-18,Akshay,Bihar,Patna
B-25953,81,41,3,Clothing,Stole,Debit Card,2018-01-14,Krutika,Andhra Pradesh,Hyderabad
B-26039,83,34,5,Clothing,Shirt,Debit Card,2018-02-25,Hemant,Kerala ,Thiruvananthapuram
B-26001,149,17,4,Furniture,Furnishings,COD,2018-02-07,Patil,Delhi,Delhi
B-25620,193,46,1,Electronics,Printers,Credit Card,2018-04-20,Sarita,Maharashtra,Pune
B-26051,85,24,10,Clothing,Hankerchief,Debit Card,2018-03-07,Parishi,West Bengal,Kolkata
B-25673,44,-17,5,Clothing,Saree,UPI,2018-05-28,Arsheen,Gujarat,Ahmedabad
B-25721,149,-40,2,Electronics,Phones,COD,2018-07-16,Anchal,Haryana,Chandigarh
B-25764,26,0,2,Clothing,Kurti,COD,2018-08-28,Sanjova,Maharashtra,Pune
B-25645,86,0,4,Clothing,T-shirt,Debit Card,2018-05-01,Yaanvi,Madhya Pradesh,Indore
B-26066,86,22,2,Clothing,Saree,Debit Card,2018-03-16,Priyanka,Maharashtra,Pune
B-26003,79,16,3,Clothing,T-shirt,COD,2018-02-08,Hitesh,Madhya Pradesh,Bhopal
B-25712,193,-275,3,Electronics,Phones,Credit Card,2018-07-07,Adhvaita,Rajasthan,Jaipur
B-25796,148,0,3,Clothing,Saree,COD,2018-09-24,Sukrith,Maharashtra,Mumbai
B-25738,70,-14,2,Furniture,Furnishings,UPI,2018-08-02,Ayush,Punjab,Chandigarh
B-25771,148,59,3,Clothing,Hankerchief,COD,2018-09-02,Vaibhavi,Uttar Pradesh,Lucknow
B-25950,190,19,9,Furniture,Furnishings,Credit Card,2018-01-13,Shruti,Madhya Pradesh,Indore
B-26038,52,14,2,Clothing,Stole,COD,2018-02-24,Pooja,Bihar,Patna
B-26004,147,44,3,Clothing,Saree,COD,2018-02-08,Nandita,Rajasthan,Jaipur
B-25896,190,68,8,Clothing,T-shirt,Credit Card,2018-12-05,Aman,Maharashtra,Mumbai
B-25601,80,-56,4,Electronics,Electronic Games,UPI,2018-04-01,Bharat,Gujarat,Ahmedabad
B-25952,147,48,3,Clothing,Saree,COD,2018-01-13,Priyanka,Madhya Pradesh,Indore
B-25873,66,12,3,Clothing,Stole,COD,2018-11-23,Divyeta,Madhya Pradesh,Indore
B-25844,86,8,2,Clothing,Saree,Debit Card,2018-11-03,Swati,Madhya Pradesh,Indore
B-26054,88,19,2,Clothing,Shirt,Debit Card,2018-03-10,Mayank,Maharashtra,Mumbai
B-25953,188,-193,2,Electronics,Electronic Games,Credit Card,2018-01-14,Krutika,Andhra Pradesh,Hyderabad
B-25951,89,29,2,Clothing,Stole,UPI,2018-01-13,Jesal,West Bengal,Kolkata
B-26065,146,19,5,Clothing,Stole,COD,2018-03-16,Nida,Madhya Pradesh,Indore
B-26033,143,32,1,Furniture,Bookcases,COD,2018-02-22,Atharv,West Bengal,Kolkata
B-25781,25,-1,4,Clothing,Kurti,COD,2018-09-14,Rutuja,Gujarat,Ahmedabad
B-26043,30,12,3,Clothing,Skirt,UPI,2018-03-01,Amit,Sikkim,Gangtok
B-25787,140,-58,4,Furniture,Furnishings,COD,2018-09-20,Asish,Jammu and Kashmir,Kashmir
B-25664,83,-48,1,Furniture,Bookcases,UPI,2018-05-20,Pratyusmita,Bihar,Patna
B-25825,140,6,5,Clothing,Saree,COD,2018-10-21,Kartik,Madhya Pradesh,Indore
B-25818,28,14,4,Clothing,Hankerchief,COD,2018-10-14,Sandeep,Madhya Pradesh,Indore
B-25765,139,14,3,Clothing,Stole,COD,2018-08-29,Meghana,Madhya Pradesh,Bhopal
B-25853,30,14,3,Clothing,Hankerchief,UPI,2018-11-08,Gaurav,Gujarat,Ahmedabad
B-26030,89,36,3,Clothing,Shirt,UPI,2018-02-21,Sarita,Maharashtra,Pune
B-25730,187,30,4,Electronics,Accessories,Credit Card,2018-07-22,Rishabh,Rajasthan,Jaipur
B-26054,139,21,3,Electronics,Accessories,COD,2018-03-10,Mayank,Maharashtra,Mumbai
B-25773,437,-14,2,Clothing,Saree,UPI,2018-09-06,Shreya,Kerala ,Thiruvananthapuram
B-25717,138,-3,5,Clothing,Saree,COD,2018-07-12,Manshul,Uttar Pradesh,Lucknow
B-26010,85,13,2,Clothing,Shirt,UPI,2018-02-11,Kartikay,Bihar,Patna
B-25893,83,12,3,Clothing,Stole,UPI,2018-12-04,Vrinda,Uttar Pradesh,Mathura
B-26076,91,22,2,Clothing,Stole,UPI,2018-03-21,Jahan,Madhya Pradesh,Bhopal
B-25803,137,5,5,Clothing,Shirt,COD,2018-10-05,Shivanshu,Madhya Pradesh,Indore
B-25709,33,-12,7,Clothing,Saree,UPI,2018-07-01,Aakanksha,Madhya Pradesh,Indore
B-25755,134,-34,2,Furniture,Chairs,COD,2018-08-19,Shourya,Kerala ,Thiruvananthapuram
B-25684,134,42,2,Furniture,Chairs,COD,2018-06-09,Samiksha,Maharashtra,Mumbai
B-25739,133,-56,2,Furniture,Chairs,COD,2018-08-03,Daksh,Haryana,Chandigarh
B-26081,93,-84,3,Clothing,Saree,UPI,2018-03-22,Aarushi,Tamil Nadu,Chennai
B-25662,86,-21,1,Electronics,Electronic Games,UPI,2018-05-17,Sweta,Maharashtra,Mumbai
B-25845,132,54,5,Clothing,Stole,COD,2018-11-03,Snel,Kerala ,Thiruvananthapuram
B-26085,132,-10,3,Clothing,Saree,COD,2018-03-26,Shrichand,Punjab,Chandigarh
B-25745,132,-79,5,Furniture,Furnishings,COD,2018-08-09,Kartik,Gujarat,Ahmedabad
B-25999,93,-65,4,Clothing,Stole,UPI,2018-02-05,Diwakar,Delhi,Delhi
B-26082,95,5,2,Clothing,Stole,UPI,2018-03-23,Jitesh,Uttar Pradesh,Lucknow
B-26097,97,12,2,Clothing,Hankerchief,UPI,2018-03-28,Vini,Karnataka,Bangalore
B-25731,131,-154,8,Furniture,Furnishings,COD,2018-07-26,Akash,West Bengal,Kolkata
B-25625,97,29,2,Clothing,Hankerchief,UPI,2018-04-23,Pinky,Jammu and Kashmir,Kashmir
B-25853,128,4,3,Clothing,Saree,COD,2018-11-08,Gaurav,Gujarat,Ahmedabad
B-25703,186,241,9,Clothing,Shirt,Credit Card,2018-06-28,Ekta,Madhya Pradesh,Indore
B-26003,128,47,4,Clothing,Hankerchief,COD,2018-02-08,Hitesh,Madhya Pradesh,Bhopal
B-25803,185,48,4,Clothing,Stole,Credit Card,2018-10-05,Shivanshu,Madhya Pradesh,Indore
B-25719,29,10,2,Clothing,Stole,COD,2018-07-12,Rashmi,Madhya Pradesh,Indore
B-25883,127,29,3,Furniture,Furnishings,COD,2018-11-27,Saptadeep,Gujarat,Surat
B-25891,97,36,7,Clothing,Hankerchief,UPI,2018-12-04,Shivani,Madhya Pradesh,Indore
B-25821,125,0,3,Electronics,Accessories,COD,2018-10-16,Ajay,West Bengal,Kolkata
B-25646,299,-8,2,Clothing,Saree,COD,2018-05-01,Sonal,Bihar,Patna
B-25874,124,54,5,Clothing,T-shirt,COD,2018-11-24,Megha,Rajasthan,Udaipur
B-25717,90,17,3,Clothing,Shirt,COD,2018-07-12,Manshul,Uttar Pradesh,Lucknow
B-26073,122,11,4,Clothing,Hankerchief,COD,2018-03-21,Pournamasi,Madhya Pradesh,Indore
B-25800,122,-66,9,Electronics,Accessories,COD,2018-10-01,Ishit,Maharashtra,Pune
B-25991,90,30,2,Furniture,Chairs,UPI,2018-02-03,Mansi,Madhya Pradesh,Indore
B-25638,182,-11,3,Furniture,Bookcases,Credit Card,2018-04-26,Parth,Maharashtra,Pune
B-26021,122,59,7,Furniture,Furnishings,COD,2018-02-17,Anita,Kerala ,Thiruvananthapuram
B-25882,121,19,4,Clothing,Stole,COD,2018-11-26,Masurkar,Punjab,Amritsar
B-26053,120,1,1,Furniture,Chairs,COD,2018-03-09,Kirti,Jammu and Kashmir,Kashmir
B-25951,120,23,5,Clothing,Stole,COD,2018-01-13,Jesal,West Bengal,Kolkata
B-25757,34,-11,5,Clothing,T-shirt,COD,2018-08-21,Vishakha,Madhya Pradesh,Indore
B-25777,117,17,6,Clothing,Kurti,COD,2018-09-10,Aditi,Madhya Pradesh,Indore
B-26040,38,9,2,Clothing,Stole,COD,2018-02-26,Sahil,Punjab,Chandigarh
B-25696,117,-6,3,Electronics,Phones,COD,2018-06-21,Noopur,Karnataka,Bangalore
B-25977,180,54,4,Clothing,T-shirt,Credit Card,2018-01-27,Aayushi,Gujarat,Surat
B-25743,99,-5,1,Clothing,Saree,UPI,2018-08-07,Aman,Nagaland,Kohima
B-25651,172,-103,3,Furniture,Chairs,EMI,2018-05-07,Anurag,Madhya Pradesh,Indore
B-25603,116,16,4,Clothing,Stole,COD,2018-04-03,Jahan,Madhya Pradesh,Bhopal
B-25696,116,-4,1,Clothing,Saree,COD,2018-06-21,Noopur,Karnataka,Bangalore
B-26037,171,68,7,Clothing,Stole,EMI,2018-02-23,Hitika,Madhya Pradesh,Indore
B-26098,46,14,5,Clothing,Skirt,COD,2018-03-29,Pinky,Jammu and Kashmir,Kashmir
B-25697,115,-39,3,Clothing,Trousers,COD,2018-06-22,Vijay,Jammu and Kashmir,Kashmir
B-25920,100,7,2,Clothing,T-shirt,UPI,2018-12-24,Jayanti,Uttar Pradesh,Prayagraj
B-25993,44,8,2,Clothing,Stole,COD,2018-02-03,Madhav,Delhi,Delhi
B-26089,139,14,3,Clothing,Kurti,COD,2018-03-26,Kanak,Goa,Goa
B-25960,171,-140,2,Furniture,Bookcases,EMI,2018-01-18,Shreya,Andhra Pradesh,Hyderabad
B-25917,100,12,2,Clothing,T-shirt,UPI,2018-12-21,Sanjay,Maharashtra,Mumbai
B-25825,115,25,6,Clothing,Stole,COD,2018-10-21,Kartik,Madhya Pradesh,Indore
B-25696,168,-9,3,Clothing,Saree,COD,2018-06-21,Noopur,Karnataka,Bangalore
B-25972,115,47,2,Electronics,Accessories,COD,2018-01-23,Jesslyn,Rajasthan,Udaipur
B-25602,168,-111,2,Electronics,Phones,EMI,2018-04-01,Vrinda,Maharashtra,Pune
B-25736,31,-7,5,Clothing,Skirt,UPI,2018-07-31,Akshat,Maharashtra,Mumbai
B-26003,114,41,6,Furniture,Furnishings,COD,2018-02-08,Hitesh,Madhya Pradesh,Bhopal
B-25970,111,9,4,Clothing,Stole,COD,2018-01-22,Rhea,Maharashtra,Mumbai
B-25742,11,-8,2,Clothing,Skirt,UPI,2018-08-03,Ashwin,Goa,Goa
B-25770,110,35,1,Furniture,Furnishings,COD,2018-09-02,Sakshi,Madhya Pradesh,Indore
B-26098,59,15,2,Clothing,T-shirt,UPI,2018-03-29,Pinky,Jammu and Kashmir,Kashmir
B-26050,166,27,2,Electronics,Accessories,EMI,2018-03-06,Paridhi,Rajasthan,Jaipur
B-25778,109,-6,6,Clothing,Saree,COD,2018-09-11,Surabhi,Maharashtra,Mumbai
B-25652,34,-6,4,Clothing,Leggings,COD,2018-05-08,Tushina,Goa,Goa
B-25999,109,40,1,Furniture,Furnishings,COD,2018-02-05,Diwakar,Delhi,Delhi
B-25909,108,22,3,Electronics,Accessories,COD,2018-12-13,Sujay,Maharashtra,Pune
B-25823,103,50,2,Furniture,Furnishings,UPI,2018-10-18,Rohan,Maharashtra,Mumbai
B-25701,10,-8,2,Clothing,Skirt,COD,2018-06-26,Maithilee,Madhya Pradesh,Indore
B-25855,90,17,3,Clothing,Hankerchief,COD,2018-11-08,Abhijeet,Madhya Pradesh,Bhopal
B-25654,105,46,2,Clothing,Stole,UPI,2018-05-10,Sabah,Maharashtra,Mumbai
B-25623,105,20,2,Clothing,Stole,Debit Card,2018-04-22,Atharv,West Bengal,Kolkata
B-25641,22,-6,1,Furniture,Furnishings,COD,2018-04-27,Parishi,West Bengal,Kolkata
B-25852,105,-33,5,Clothing,Kurti,COD,2018-11-07,Soumyabrata,Andhra Pradesh,Hyderabad
B-25958,105,25,2,Clothing,Hankerchief,EMI,2018-01-18,Aparajita,West Bengal,Kolkata
B-25802,25,-7,5,Clothing,Saree,UPI,2018-10-05,Yash,Maharashtra,Mumbai
B-25823,104,2,2,Furniture,Furnishings,COD,2018-10-18,Rohan,Maharashtra,Mumbai
B-25834,16,5,1,Clothing,Stole,UPI,2018-10-29,Ananya,Andhra Pradesh,Hyderabad
B-25678,64,-7,3,Clothing,Saree,COD,2018-06-03,Bathina,Karnataka,Bangalore
B-25774,38,-6,2,Furniture,Furnishings,UPI,2018-09-07,Snehal,Punjab,Chandigarh
B-25904,83,12,2,Furniture,Chairs,COD,2018-12-10,Swapnil,Delhi,Delhi
B-25896,103,36,2,Clothing,Hankerchief,COD,2018-12-05,Aman,Maharashtra,Mumbai
B-25796,37,-6,1,Clothing,Saree,UPI,2018-09-24,Sukrith,Maharashtra,Mumbai
B-25934,105,33,6,Clothing,Saree,EMI,2018-01-04,Rahul,Madhya Pradesh,Indore
B-25750,78,-6,2,Furniture,Furnishings,UPI,2018-08-14,Priyanshu,Madhya Pradesh,Indore
B-25761,102,-90,1,Clothing,Saree,COD,2018-08-25,Madhav,Uttar Pradesh,Mathura
B-25912,102,11,6,Clothing,T-shirt,COD,2018-12-16,Preksha,Delhi,Delhi
B-25751,10,-8,1,Clothing,Kurti,UPI,2018-08-14,Nishant,Maharashtra,Mumbai
B-25656,101,18,9,Clothing,Skirt,COD,2018-05-11,Priyanka,Maharashtra,Pune
B-25647,42,-6,4,Clothing,Saree,UPI,2018-05-03,Sharda,Kerala ,Thiruvananthapuram
B-25861,56,18,2,Clothing,Hankerchief,UPI,2018-11-15,Aayush,Uttar Pradesh,Lucknow
B-25802,95,5,2,Clothing,Stole,COD,2018-10-05,Yash,Maharashtra,Mumbai
B-25901,159,2,3,Furniture,Furnishings,EMI,2018-12-10,Suraj,Gujarat,Surat
B-25623,158,69,3,Clothing,Stole,EMI,2018-04-22,Atharv,West Bengal,Kolkata
B-25751,106,0,2,Electronics,Phones,EMI,2018-08-14,Nishant,Maharashtra,Mumbai
B-26052,101,16,4,Clothing,T-shirt,COD,2018-03-08,Ajay,Karnataka,Bangalore
B-25886,107,37,3,Clothing,Shirt,COD,2018-11-28,Brijesh,Rajasthan,Udaipur
B-25804,156,36,5,Clothing,T-shirt,EMI,2018-10-05,Sudheer,Karnataka,Bangalore
B-25734,108,-19,3,Electronics,Electronic Games,UPI,2018-07-29,Pranav,Madhya Pradesh,Indore
B-25610,107,-54,4,Clothing,Stole,EMI,2018-04-09,Yogesh,Bihar,Patna
B-25711,100,-58,4,Clothing,Hankerchief,COD,2018-07-06,Sakshi,Madhya Pradesh,Bhopal
B-25985,108,26,4,Clothing,Shirt,UPI,2018-01-31,Ginny,Madhya Pradesh,Indore
B-25864,100,6,4,Clothing,Stole,COD,2018-11-15,Aromal,Maharashtra,Mumbai
B-25648,100,-23,1,Electronics,Phones,COD,2018-05-04,Aditya,Punjab,Chandigarh
B-26086,43,17,2,Clothing,T-shirt,UPI,2018-03-26,Mukesh,Haryana,Chandigarh
B-25835,155,26,3,Clothing,Stole,EMI,2018-10-29,Moumita,Gujarat,Ahmedabad
B-25949,151,9,3,Clothing,Hankerchief,EMI,2018-01-13,Shantanu,Maharashtra,Mumbai
B-25930,151,29,5,Clothing,Hankerchief,EMI,2018-01-03,Monica,Punjab,Chandigarh
B-25655,110,-68,4,Clothing,Saree,EMI,2018-05-11,Nida,Madhya Pradesh,Indore
B-25757,98,9,2,Furniture,Furnishings,COD,2018-08-21,Vishakha,Madhya Pradesh,Indore
B-25655,97,-62,2,Clothing,Trousers,COD,2018-05-11,Nida,Madhya Pradesh,Indore
B-26033,111,35,5,Clothing,Shirt,COD,2018-02-22,Atharv,West Bengal,Kolkata
B-26083,45,17,1,Electronics,Accessories,COD,2018-03-24,Yogesh,Bihar,Patna
B-25805,112,15,2,Furniture,Chairs,COD,2018-10-05,Ankit,Maharashtra,Mumbai
B-25955,110,20,5,Clothing,Stole,Debit Card,2018-01-16,Shiva,Maharashtra,Pune
B-25762,98,-5,2,Clothing,Saree,UPI,2018-08-26,Anudeep,Madhya Pradesh,Indore
B-25919,110,12,7,Clothing,Stole,Debit Card,2018-12-23,Neha,Rajasthan,Udaipur
B-25853,95,11,4,Furniture,Furnishings,COD,2018-11-08,Gaurav,Gujarat,Ahmedabad
B-25925,1228,14,3,Furniture,Chairs,UPI,2018-12-29,Shruti,Maharashtra,Mumbai
B-26023,29,0,3,Furniture,Furnishings,COD,2018-02-19,Mukesh,Haryana,Chandigarh
B-26055,94,27,2,Clothing,T-shirt,COD,2018-03-10,Harivansh,Uttar Pradesh,Mathura
B-25653,115,25,1,Electronics,Accessories,COD,2018-05-08,Farah,Nagaland,Kohima
B-25893,149,15,3,Clothing,Saree,EMI,2018-12-04,Vrinda,Uttar Pradesh,Mathura
B-26052,148,23,4,Clothing,Kurti,EMI,2018-03-08,Ajay,Karnataka,Bangalore
B-25830,93,15,2,Electronics,Accessories,COD,2018-10-26,Aastha,Himachal Pradesh,Simla
B-26040,113,24,4,Clothing,Hankerchief,Debit Card,2018-02-26,Sahil,Punjab,Chandigarh
B-25981,48,2,3,Clothing,Stole,COD,2018-01-28,Amruta,Delhi,Delhi
B-25954,148,9,1,Electronics,Electronic Games,UPI,2018-01-14,Trupti,Gujarat,Ahmedabad
B-25889,114,11,4,Clothing,T-shirt,Debit Card,2018-12-03,Abhishek,Gujarat,Surat
B-25810,92,42,2,Clothing,Stole,COD,2018-10-10,Nripraj,Punjab,Chandigarh
B-25637,117,14,3,Clothing,Shirt,UPI,2018-04-26,Ashmi,Madhya Pradesh,Indore
B-25801,21,-10,4,Clothing,Leggings,COD,2018-10-01,Aryan,Madhya Pradesh,Bhopal
B-25783,33,-10,6,Clothing,Leggings,UPI,2018-09-15,Shivangi,Madhya Pradesh,Indore
B-25697,114,8,3,Electronics,Accessories,Debit Card,2018-06-22,Vijay,Jammu and Kashmir,Kashmir
B-26028,115,0,1,Electronics,Accessories,Debit Card,2018-02-20,Manju,Andhra Pradesh,Hyderabad
B-25851,90,29,5,Clothing,T-shirt,COD,2018-11-06,Kushal,Nagaland,Kohima
B-25938,61,1,2,Furniture,Furnishings,COD,2018-01-05,Shikhar,Himachal Pradesh,Simla
B-25820,119,1,1,Furniture,Chairs,COD,2018-10-16,Dheeraj,Rajasthan,Jaipur
B-25850,117,36,2,Clothing,Trousers,Debit Card,2018-11-05,Abhishek,Goa,Goa
B-25924,148,54,2,Furniture,Chairs,UPI,2018-12-28,Prajakta,Karnataka,Bangalore
B-25609,249,-5,4,Clothing,Saree,COD,2018-04-09,Jitesh,Uttar Pradesh,Lucknow
B-25898,147,73,3,Clothing,Stole,UPI,2018-12-07,Abhishek,Rajasthan,Udaipur
B-25814,118,35,7,Clothing,T-shirt,EMI,2018-10-10,Swapnil,Madhya Pradesh,Indore
B-26087,119,56,7,Clothing,Saree,EMI,2018-03-26,Vandana,Himachal Pradesh,Simla
B-25901,90,27,2,Clothing,T-shirt,COD,2018-12-10,Suraj,Gujarat,Surat
B-26025,32,1,2,Clothing,Stole,COD,2018-02-19,Bhavna,Sikkim,Gangtok
B-25631,89,-89,2,Furniture,Furnishings,COD,2018-04-24,Ritu,Haryana,Chandigarh
B-25954,146,66,1,Electronics,Phones,UPI,2018-01-14,Trupti,Gujarat,Ahmedabad
B-25956,89,-37,4,Clothing,Shirt,COD,2018-01-17,Shreya,Maharashtra,Mumbai
B-26096,88,11,3,Electronics,Accessories,COD,2018-03-28,Atharv,West Bengal,Kolkata
B-25862,121,41,4,Clothing,Stole,EMI,2018-11-15,Amol,Bihar,Patna
B-26054,88,20,2,Clothing,Saree,COD,2018-03-10,Mayank,Maharashtra,Mumbai
B-25698,87,-83,5,Clothing,Kurti,COD,2018-06-23,Amisha,Tamil Nadu,Chennai
B-25606,87,4,2,Clothing,Shirt,COD,2018-04-06,Hazel,Karnataka,Bangalore
B-25928,122,15,3,Electronics,Accessories,EMI,2018-01-01,Smriti,Bihar,Patna
B-26005,87,10,3,Clothing,Stole,COD,2018-02-08,Parnavi,West Bengal,Kolkata
B-25963,53,8,3,Furniture,Furnishings,UPI,2018-01-19,Pratiksha,Maharashtra,Mumbai
B-25952,87,-32,9,Clothing,Skirt,COD,2018-01-13,Priyanka,Madhya Pradesh,Indore
B-25683,86,-55,6,Clothing,Saree,COD,2018-06-08,Shreya,Kerala ,Thiruvananthapuram
B-25914,125,22,3,Clothing,Stole,EMI,2018-12-18,Kajal,Delhi,Delhi
B-25828,128,-3,3,Clothing,Saree,Debit Card,2018-10-24,Nikita,Punjab,Chandigarh
B-25743,143,-124,5,Clothing,Saree,UPI,2018-08-07,Aman,Nagaland,Kohima
B-26085,86,22,2,Clothing,Saree,COD,2018-03-26,Shrichand,Punjab,Chandigarh
B-25869,86,9,3,Clothing,Saree,COD,2018-11-19,Parakh,Nagaland,Kohima
B-25773,85,-9,4,Clothing,Saree,COD,2018-09-06,Shreya,Kerala ,Thiruvananthapuram
B-25700,129,-75,5,Clothing,Shirt,Debit Card,2018-06-25,Shubhi,Maharashtra,Mumbai
B-25921,84,-42,2,Electronics,Accessories,COD,2018-12-25,Sandra,Punjab,Amritsar
B-25730,83,-81,3,Furniture,Chairs,COD,2018-07-22,Rishabh,Rajasthan,Jaipur
B-26083,143,6,2,Electronics,Accessories,UPI,2018-03-24,Yogesh,Bihar,Patna
B-25849,336,123,3,Electronics,Phones,UPI,2018-11-04,K,Sikkim,Gangtok
B-25909,323,122,5,Electronics,Phones,UPI,2018-12-13,Sujay,Maharashtra,Pune
B-26038,130,61,3,Clothing,Shirt,Debit Card,2018-02-24,Pooja,Bihar,Patna
B-25999,152,-3,5,Clothing,Saree,COD,2018-02-05,Diwakar,Delhi,Delhi
B-25928,25,10,1,Furniture,Furnishings,UPI,2018-01-01,Smriti,Bihar,Patna
B-25878,140,15,5,Clothing,Stole,UPI,2018-11-24,Mrinal,Maharashtra,Mumbai
B-25843,45,0,2,Clothing,Stole,UPI,2018-11-03,Mrunal,Maharashtra,Mumbai
B-25959,132,49,3,Clothing,Shirt,COD,2018-01-18,Muskan,Madhya Pradesh,Indore
B-25630,133,12,5,Clothing,Stole,Debit Card,2018-04-24,Sahil,Punjab,Chandigarh
B-25858,82,13,2,Clothing,Shirt,COD,2018-11-13,Uudhav,Maharashtra,Mumbai
B-26096,140,56,4,Clothing,Shirt,UPI,2018-03-28,Atharv,West Bengal,Kolkata
B-25838,81,19,7,Clothing,Hankerchief,COD,2018-10-29,Sanjana,Madhya Pradesh,Indore
B-25943,137,38,5,Clothing,Hankerchief,Debit Card,2018-01-09,Shardul,Gujarat,Ahmedabad
B-25780,137,-41,3,Electronics,Phones,Debit Card,2018-09-13,Teena,Andhra Pradesh,Hyderabad
B-25949,140,57,2,Clothing,Trousers,Debit Card,2018-01-13,Shantanu,Maharashtra,Mumbai
B-25892,139,30,3,Clothing,Shirt,UPI,2018-12-04,Aditi,Rajasthan,Udaipur
B-26054,138,11,5,Clothing,Stole,UPI,2018-03-10,Mayank,Maharashtra,Mumbai
B-25988,79,-124,9,Clothing,Skirt,COD,2018-01-31,Nirja,Delhi,Delhi
B-25939,136,41,3,Electronics,Accessories,UPI,2018-01-05,Vineet,Sikkim,Gangtok
B-26083,145,16,3,Clothing,T-shirt,Debit Card,2018-03-24,Yogesh,Bihar,Patna
B-26078,44,20,2,Clothing,T-shirt,UPI,2018-03-22,Kasheen,West Bengal,Kolkata
B-25902,79,6,7,Clothing,Saree,COD,2018-12-10,Ishpreet,Maharashtra,Mumbai
B-25676,79,36,4,Clothing,Shirt,COD,2018-06-01,Chandni,Rajasthan,Jaipur
B-26016,134,-13,3,Electronics,Electronic Games,UPI,2018-02-14,Hazel,Karnataka,Bangalore
B-25950,133,5,5,Clothing,Stole,UPI,2018-01-13,Shruti,Madhya Pradesh,Indore
B-26056,47,20,7,Clothing,Hankerchief,UPI,2018-03-10,Sonal,Bihar,Patna
B-25645,133,-42,1,Electronics,Printers,UPI,2018-05-01,Yaanvi,Madhya Pradesh,Indore
B-25906,78,27,3,Clothing,Stole,COD,2018-12-11,Abhijit,Delhi,Delhi
B-26017,78,7,1,Furniture,Chairs,COD,2018-02-14,Sonakshi,Jammu and Kashmir,Kashmir
B-25644,76,-92,8,Furniture,Furnishings,COD,2018-04-30,Mayank,Maharashtra,Mumbai
B-25679,76,-50,1,Clothing,Saree,COD,2018-06-04,Avni,Maharashtra,Mumbai
B-25854,76,19,3,Clothing,Hankerchief,COD,2018-11-08,Shubham,Maharashtra,Pune
B-25670,74,29,3,Clothing,Stole,COD,2018-05-25,Charika,Goa,Goa
B-25792,74,-25,3,Clothing,Stole,COD,2018-09-24,Abhishek,Maharashtra,Mumbai
B-25808,146,-63,3,Electronics,Electronic Games,Debit Card,2018-10-08,Apsingekar,Bihar,Patna
B-25750,73,-31,1,Furniture,Bookcases,COD,2018-08-14,Priyanshu,Madhya Pradesh,Indore
B-26051,80,22,3,Clothing,Stole,UPI,2018-03-07,Parishi,West Bengal,Kolkata
B-26076,133,46,5,Clothing,Shirt,EMI,2018-03-21,Jahan,Madhya Pradesh,Bhopal
B-25946,146,7,2,Electronics,Phones,Debit Card,2018-01-12,Saurabh,Andhra Pradesh,Hyderabad
B-25648,130,-41,4,Clothing,Saree,EMI,2018-05-04,Aditya,Punjab,Chandigarh
B-25992,141,41,3,Clothing,Shirt,UPI,2018-02-03,Gaurav,Rajasthan,Udaipur
B-25848,147,21,3,Furniture,Furnishings,Debit Card,2018-11-03,Rohan,Himachal Pradesh,Simla
B-25697,73,-7,1,Electronics,Phones,COD,2018-06-22,Vijay,Jammu and Kashmir,Kashmir
B-25659,148,72,7,Clothing,T-shirt,Debit Card,2018-05-15,Sanskriti,West Bengal,Kolkata
B-25716,58,0,4,Clothing,Saree,UPI,2018-07-11,Surabhi,Tamil Nadu,Chennai
B-25652,21,-13,3,Clothing,Leggings,UPI,2018-05-08,Tushina,Goa,Goa
B-26093,148,25,3,Clothing,Saree,Debit Card,2018-03-27,Sarita,Maharashtra,Pune
B-25725,144,-7,4,Electronics,Electronic Games,COD,2018-07-20,Anisha,Nagaland,Kohima
B-25661,145,-104,5,Furniture,Chairs,UPI,2018-05-17,Subhashree,Jammu and Kashmir,Kashmir
B-25693,72,-49,1,Electronics,Phones,COD,2018-06-18,Parna,Madhya Pradesh,Bhopal
B-25910,125,15,5,Clothing,Shirt,EMI,2018-12-14,Jay,Delhi,Delhi
B-25943,149,15,3,Clothing,Saree,Debit Card,2018-01-09,Shardul,Gujarat,Ahmedabad
